zh_name,en_name
奇奇怪界 黑斗篷之迷,Pocky and Rocky Reshrined
eBaseball实况力量棒球2022,eBaseball Powerful Pro Yakyuu 2022
银星麻雀DX,Ginsei Mahjong DX
——不一样！！！+,――Chigau!!!+
传统勇者,Traditional Braves
星之卡比：探索发现,Kirby and the Forgotten Land
陆行鸟赛车 GP,ChocoboGP
刺客信条：艾吉奥合集,Assassin's Creed: The Ezio Collection
智龙迷城NS版,PUZZLE DRAGONS Nintendo Switch Edition
大家的冰壶,LET'S PLAY CURLING
宝可梦传说：阿尔宙斯,Pokemon Legends: Arceus
冷然之天秤：帝都幻惑绮谭,Nil Admirari no Tenbin
餐尸冒险饭,Shikabane Kurai no Bouken Meshi
初音未来 消消拼图 寻蛋鸟,Chuyinweilaixundanniao
交通骚乱,jiaotongsaoluan
纯净迷你高尔夫,Pure Mini Golf
思维细胞,Mindcell
草莓甜心,Strawberry Nauts
海盗宝藏：迷宫岛,Pirate Treasure: Island of Mazes
妖果小学,MONSTER FRUIT ACADEMY
潜龙山丘2,Dragon Hills 2
魔法代码,Magic code
酷比大冒险,Kubi Adventures
迷雾后的世界2,MistWorld the after2
铲子骑士：口袋地牢,Shovel Knight: Pocket Dungeon
死亡微笑1·2,DeathSmiles I & II
灵活脑学校 一起伸展大脑,Big Brain Academy: Brain vs. Brain
愤怒的鳄鱼,Angry Alligator
旧书店街的桥姬,Hashihime of the Old Book Town
天竺鼠车车派对,Pui Pui Molcar
开拓无人岛,BEASTIE BAY
棉花小魔女,Cotton Fantasy
复活邪神2,Romancing SaGa2
皇家霍尔波科学院,huangjiahuoerbokexueyuan
宝可梦：晶灿钻石/明亮珍珠,Pokemon Brilliant Diamond and Shining Pearl
真女神转生5,Shin Megami Tensei 5
右脑达人找错纠察队,QuickSpot
女仆咖啡帕露菲,Parfait Remake
摇曳露营△Have a nice day!,Virtual Camp Have a nice day!
早告鸟,Asatsugutori
发条水瓶座,Clockwork Aquario
吻冬,In the snowy landscape you give me a first kiss
超级歌声 2022,Let s Sing 2022
银河战士：生存恐惧,Metroid Dread
马里奥派对：超级巨星,Super Mario Party 2
AAA时钟,AAA Clock
堕落军团2：复仇者,Fallen Legion Revenants
这里，来自母星,Hahanaruhoshiyori
犬鸣村：残响,Howling Village: Echoes
潜龙山丘,Dragon Hills
格兰蒂亚高清合集,GRANDIA HD Collection
分享同乐！瓦里奥制造,WarioWare Get It Together
节奏健身,HOME FiT
Code: Realize 创世的公主,Code︰Realize
流星幻想曲,B-PROJECT
月姬：月之欠片,Tsukihime: A Piece of Blue Glass Moon
SINce Memories星穹之下,SINce Memories Off the starry sky
游戏王：冲锋决斗 最强混战,Yu-Gi-Oh! Rush Duel
失忆症Amnesia,Amnesia
薄樱鬼：真改 黎明录,Hakuoki: Shinkai Reimeiroku
恶梦妖怪村,EMYGC
迷雾后的世界,MistWorld the after
宝可梦大集结,Pokemon UNITE
塞尔达传说：天空之剑HD,The Legend of Zelda: Skyward Sword HD
蜡笔小新：我与博士的暑假,Crayon Xiaoxin: my summer vacation with the doctor
真流行之神3,Shin Hayarigami 3
夏日口袋 REFLECTION BLUE,Summer Pockets REFLECTION BLUE
哆啦A梦 大雄的数字大冒险,Doraemon Learning Collection 1
哆啦A梦 迷你哆啦乐园的七大修炼,Doraemon Learning Collection 4
哆啦A梦 大雄与小仙子的英语冒险,Doraemon Learning Collection 2
哆啦A梦 大雄的日文汉字大作战,Doraemon Learning Collection 3
卡里古拉2,The Caligula Effect 2
马里奥高尔夫：超级冲冲冲,MarioGolf SuperRush
邪恶国王与高尚英雄,The Wicked King and the Noble Hero
滑行之星,Slide Stars
DC超级英雄少女：少年力量,DC Super Hero Girls: Teen Power
秋叶原之旅：初次记忆,Akiba's Trip: Hellbound & Debriefed
海绵宝宝：大闹蟹堡王,SpongeBob: Krusty Cook-Off
迷托邦,Miitopia
Famicom侦探俱乐部：消失的继承人,Famicom Detective Club: The Missing Heir
Famicom侦探俱乐部：站在身后的少女,Famicom Detective Club: The Girl Who Stands Behind
侦探扑灭,Detective put out
安琪莉可,Luminarise
新宝可梦随乐拍,New Pokemon Snap
圣剑同盟,Yggdra Union
风雨来记4,Fuuraiki 4
卫宫家今天的饭,Everyday Today's MENU for EMIYA Family
海市蜃楼之馆：亡灵之梦版,The House in Fata Morgana: Dreams of the Revenants Edition
神田爱丽丝也要推理,Kanda Alice also has to reason
发条启示录,Clockwork Apocalypse
超级故障短跑,Super Glitch Dash
魔剑物语,MAGLAM LORD
五等分的花嫁：夏日回忆也五等分,The Quintessential Quintuplets ∬: Summer Memories Also Come in Five
太空战斗机：宇宙启示录,Darius Cozmic Revelation
道格讨厌他的工作,Doug Hates His Job
超级马里奥3D世界+狂怒世界,Super Mario 3D World + Bowser's Fury
最终之剑：决定版,FINAL SWORD: Definitive Edition
搭档任务：秘密搜查组,Buddy Mission BOND
红色殖民地,Red Colony
健身拳击2,Fitness Boxing 2
角落小伙伴：在房间角落旅行,Sumikko Gurashi: Oheya no Sumi de Tabikibun Sugoroku
家庭训练机,Family Trainer
塞尔达无双：灾厄启示录,Hyrule Warriors:Age Of Calamity
神狱塔：断罪玛丽Finale,Mary Skelter Finale
王国之心：回忆的旋律,Kingdom Hearts: Melody of Memory
桃太郎电铁：昭和平成令和也是基本款,Momotarou Dentetsu Showa Heisei Reiwa
加雷利亚地下迷宫与魔女的旅团,Labyrinth of Labyrinth:Coven of Dusk
太鼓达人 咚咔！二合一大冒险,Taiko no Tatsujin: Rhythmic Adventure Pack
影之诗：巅峰对决,Shadowverse: Champion's Battle
国际象棋大乱斗,Brawl Chess
假面骑士：英雄寻忆,Kamen Rider Memory of Heroez
皮克敏3,pikmin 3
超级马里奥兄弟35,Super Mario Bros 35
马里奥赛车：真实版,Mario Kart Live: Home Circuit
祭物与雪之刹那,Ikenie to Yuki no Setsuna
东方咒术泡泡,Touhou Spell Bubble
因迈斯乐园,IMMERSE LAND
地下街道赛车,Street Racer Underground
僵尸Z,Dead Z Meat
超级马里奥3D全明星,Super Mario 3D All-Stars
毗卢遮那战姬 源平飞花梦想,Birushana: Rising Flower of Genpei
卡比群星战2,Kirby Fighters 2
方根胶片,Root Film
致命时日,Deadly Days
共生邱比特,Cupid Parasite
最终幻想：水晶编年史 重制版,Final Fantasy Crystal Chronicles Remastered Edition
小武与小弘,Takeshi and Hiroshi
凯瑟琳Full Body,Catherine Full Body
纸片马里奥：折纸王,Paper Mario: The Origami King
夜点灯,Ye Dian Deng
虔诚之花的晚钟,Piofiore: Fated Memories
钢铁军团 Redux,Rigid Force Redux
跳绳挑战,Jump Rope Challenge
欢迎光临！宝可梦咖啡店～拌拌缤纷趣～,Pokémon Café Mix
泡泡糖忍战,Ninjala
城市流量,Urban Flow
幻想大陆战记：露纳希亚战记,Brigandine: Lunasia Senki 
九龙妖魔学园纪,ORIGIN OF ADVENTURE
遥远时空7,Harukanaru Tokinonakade 7
少女地狱的毒娘,Shoujo Jigoku no Doku Musume
节奏乌贼,Radio Squid
异度之刃：决定版,Xenoblade Chronicles: Definitive Edition
上古卷轴：刀锋,The Elder Scrolls: Blades
任务小队 Kampas,Task Force Kampas
里德2,Reed 2
POWGI 密码单词,Crypto by POWGI
第六妖守,Dairoku: Ayakashimori
僕姬计划,Bokuhime PROJECT
Code: Realize 祝福的未来,Code: Realize Future Blessings
集合啦！动物森友会,Animal Crossing：New Horizons
宝可梦：不可思议的迷宫 救援队 DX,Pokemon Mystery Dungeon Rescue Team DX
蜡笔小新：呼风唤雨！炎之春日部男孩,Crayon Shin Chan: The Storm Called! Flaming Kasukabe Runner!!
干得漂亮,Good Job!
项圈 x 恶意：无限,Collar x Malice: Unlimited
被囚禁的掌心Refrain,Refrain
彩虹，马桶和独角兽,"Rainbows, Toilets & Unicorns"
哆啦A梦：大雄的新恐龙,Doraemon: Nobita's New Dinosaur
机械迷宫,Mekorama
正义复仇,Revenge of Justice
R.B.I.棒球20,R.B.I.Baseball 20
监狱公主,Prison Princess
幻影异闻录#FE,Illusory Revelations#FE
捉鬼敢死队：高清复刻版,Ghostbusters: The Video Game Remastered
模拟农场20,Farming Simulator 20
星之海洋：初次启程R,Star Ocean: First Departure R
疯狂兔子：奇遇派对,Rabbids: Party
脑锻炼,Brain Training
僵尸梦游仙境DX,Zombie Panic in Wonderland DX
宝可梦：剑/盾,Pokemon Sword/Shield
舞力全开2020,Just Dance 2020
马里奥和索尼克在东京奥运会,Mario & Sonic at the Olympic Games Tokyo 2020
担架拍档,The Stretchers
健身环大冒险,Ring Fit Adventure
路易基鬼屋3,Luigi's Mansion 3
超级机器人大战V,Super Robot Wars V
魔界战记4：回归,Disgaea4 Return
妖怪手表,Youkai Watch
失忆症：高清合集,Amnesia Later x Crowd V Edition
迪士尼趴趴盛典,Disney TSUM TSUM FESTIVAL
机甲战魔,Daemon X Machina
塞尔达传说：织梦岛,The Legend of Zelda: Link's Awakening
超级卡比猎人,Super Kirby Hunters
鬼泣2,Devil May Cry 2
勇者斗恶龙3：传说的起点,Dragon Quest III
赛博协议,Cyber Protocol
阳春艺曲,Lyrica
异界锁链,Astral Chain
欧米茄迷宫：人生,Omega Labyrinth:Life
独奏：心之岛,Solo: Islands of the Heart
火焰纹章：风花雪月,Fire Emblem: ThreeHouses
漫威终极联盟3：黑暗教团,Marvel Ultimate Alliance 3: The Black Order
忍者武士：战士归来,The Ninja Saviors: Return of the Warriors
王牌钓手,Ace Angler
不可思议的幻想乡：莲花迷宫,Fushigi no Gensoukyou:lotus labyrinth
Smoot夏季运动会,Smoots Summer Games
卢波教授和他的可怕宠物,Professor Lupo and his Horrible Pets
弹性子弹,Bouncy Bullets
超级马里奥制造2,Super Mario Maker 2
妖怪手表4,Yokai Watch 4
古惑狼赛车重制版,Crash Team Racing Nitro Fueled
海拉尔的节奏,Cadence of Hyrule
Shinobi Refle：闪乱神乐,Shinobi Refle: Senran Kagura
鬼泣,Devil May Cry
致所有的人类,To All of Mankind
口袋猫船长,Captain Cat
实况力量棒球2019,Jikkyou Powerful Pro Yakyuu 2019
死或生：沙滩排球3,Dead or Alive: Xtreme 3
你的玩具,YourToy
罪恶装备：20周年版,Guilty Gear 20th Anniversary Edition
彩京收藏集 VOL.1,Psikyo Collection VOL.1
彩京收藏集 VOL.2,Psikyo Collection VOL.2
跳跃少女小羽：跳跃王国 黑兔公主,Hopping Girl Kohane Jumping Kingdom - Kurousagi no Hime -
彩京收藏集 VOL.3,Psikyo Collection VOL.3
超级龙珠英雄：世界任务,Super Dragonball Heroes: World Misson
机甲终结部队,Mechstermination Force
科乐美经典街机游戏合集,Arcade Classics Anniversary Collection
蒸汽世界冒险：吉尔伽美什之手,Steamworld Quest Hand Of Gilgamesh
吃货大食堂,Omori gourmet shokudou
杀人侦探：开膛手杰克,Murder Detective：Jack the Ripper
音乐世界α,Cytus Alpha
小小伙伴：狗和猫,Little Friends: Dogs Cats
纸箱男孩+纸箱女孩,BoxBoy + BoxGirl
死或生：沙滩排球3 绯红,Dead or Alive Xtreme 3: Scarlet
超级机器人大战T,Super Robot Wars T
耀西的手工世界,Yoshi's Crafted World
魔鬼恋人：混乱族谱,Diabolik Lovers Chaos Lineage
光明格斗：反叛,BLADE ARCUS Rebellion from Shining
命运石之门：线性拘束的树状图,Steins;Gate: Senkei Kosoku no Phenogram
越过尸山 EX,Riddled Corpses EX
异星巡航机,Aliencruise
陆行鸟不可思议迷宫Every buddy,Chocobo no Fushigi Dungeon Every buddy
马基骑士：鲜血巴哥斯,Machi Knights：Blood Bagos
丧尸大厦,Zombies Mansion
R.B.I.棒球19,R.B.I.Baseball 19
幽灵船与宝藏,Ghost The Ship That Never Returns
破烂星球,JUNK PLANET
旋转勇者,Rotating Brave
俄罗斯方块99,Tetris 99
三角符文,Deltarune
深渊狂猎,Lapis x Labyrinth
少女与战车：战车梦幻大会战DX,Girls und Panzer Dream Tank Match DX
拳皇2003,The King of Fighters 2003
宿命连接,Destiny Connect
巫师交响曲,Wizard's Symphony
扫雷天才,Minesweeper Genius
索斯机械兽：轰爆之王,Zoids Wild: Blast Unleashed
哆啦A梦：大雄的月球探测记,Doraemon: Nobita’s Chronicle of the Moon Exploration
匕首侠盗,Daggerhood
一路向北三部曲,The Journey Down Trilogy Bundle
新超级马里奥兄弟U,New Super Mario Bros. U
百货商场物语,Mega Mall Story
钓鱼明星 世界巡回赛,Fishing Star: World Tour
平衡箱,Balance Blox
热血硬派国夫君：世界经典收藏版,Kunio-kun: The World Classics Collection
任天堂明星大乱斗特别版,Super Smash Bros
奈尔克与传说之炼金术士们,Nelke and the Legendary Alchemists
方根书简：Last Answer,Root Letter: Last Answer
健身拳击,Fitness Boxing
桃子弹球：闪乱神乐,Peach Ball: Senran Kagura
德米特里：玩世不恭大冒险,Demetrios  The BIG Cynical Adventure
双人猫咪大作战,Together! The Battle Cats
梅露露的工作室：亚兰德的炼金术士3,Atelier Meruru: The Apprentice of Arland
苍穹雷霆GUNVOLT 强袭合辑,Azure Striker GUNVOLT: STRIKER PACK
龙：死亡印记,Dragon: Marked for Death
精灵宝可梦Let's Go!皮卡丘/伊布,Pokemon Let's Go! Pikachu / Eeve
假面骑士：巅峰战士,Kamen Rider: Climax Fighters
假面骑士：巅峰乱斗 Zi-O,Kamen Rider: Climax Scramble Zi-O
SNK40周年合集,SNK 40th ANNIVERSARY COLLECTION
水晶危机,Crystal Crisis
机器人笔记DaSH,Robotics:Notes DaSH
亿万富翁之路,Billion Road
秋叶原崩溃123 Stage+1,Akihabara Crash! 123 Stage + 1
超级马里奥派对,Super Mario Party
星链：阿特拉斯之战,Starlink: Battle for Atlas
冷知识问答TV Show,Trivial Pursuit Live!
尼克频道卡丁车,Nickelodeon: Kart Racers
小鸡军团,Chicken Range
史提芬宇宙：拯救光芒,Steven Universe: Save the Light
职业钓鱼：Pro系列,Rapala Fishing: Pro Series
甜点世界,The Snack World
猫猫玩伴,Neko Tomo
救救我！章鱼先生,Save me Mr Tako: Tasukete Tako-San
卡普空清版动作游戏合集,Capcom Belt Action Collection
王者荣耀,Arena Of Valor
美妙世界 Final Remix,The World Ends With You Final Remix
太空熊派对,Astro Bears Party
托托莉的工作室：亚兰德的炼金术士2,Atelier Totori：The Adventurer of Arland 2
鲁弗兰的地下迷宫与魔女的旅团,Labyrinth of Refrain:Coven of Dusk
命运九重奏 NORN9 LOFN,NORN9 LOFN
佣兵之翼：虚假的凤凰,Mercenaries Wings: The False Phoenix
说谎公主与盲眼王子,Liar Princess and the Blind Prince
小龙咖啡厅,Little Dragons Cafe
世界末日综合征,World End Syndrome
饿狼传说2,REAL BOUT FATAL FURY 2
侦探神宫寺三郎:棱镜之眼,DETECTIVE STORY PRISM OF EYES
未勘之地：解锁版,UnExplored:Unlocked Edition
心跳甜品店：你能做出美味的甜点吗？,Waku Waku Sweets: Amai Okashi ga Dekiru kana?
太鼓达人NS,Aiko Drum Master Nintendo Switch
饥饿鲨：世界,Hungry Shark World
前进！奇诺比奥队长,Captain Toad：Treasure Tracker
封闭的噩梦,Closed Nightmare
寒蝉鸣泣之时 奉,Higurashi When They Cry Hou
球状体,Spheroids
史莱姆先生：超级史莱姆,Slime-san: Superslime Edition
洛克人遗产合集1+2,Mega Man Legacy Collection 1 + 2
收音锤神,Radio Hammer Station
马里奥网球Aces,Mario Tennis Aces
午夜：豪华版,Midnight Deluxe
消失的孩子,The Lost Child
拉诺塔,Lanota
战国绘札游戏：不如归大乱,Hototogisu Tairan：Ryuko Aiutsu
宝可梦探险寻宝,Pokemon Quest
大金刚国度：热带寒流,Dongkey Kong Country: Tropical Freeze
电梯大战,Arcade Archives ELEVATOR ACTION
顶级高尔夫选手,ACA NEOGEO Top Player's Golf
超级战车,Super Chariot
哈德逊案件之谜,The Mystery of the Hudson Case
荒野之枪：重装上阵,Wild Guns Reloaded
道路 重制版,The Way Remastered
狗斗王牌,Rogue Aces
方块先生的生存之旅,SURVIVE! MR.CUBE
任天堂Labo,Nintendo Labo
龙之焰,Dragon Blaze
名侦探柯南滑板跑酷：怪盗基德与神秘的秘宝,Meitantei Conan Skateboard Run: Kaitou Kid to Shinpi no Hihou
侍魂：斩红郎无双剑,SAMURAI SHODOWN III
浴火银河：蝎狮,Galaxy on Fire 3 - Manticore
格子狂热,Grid Mania
天空之怒 DX,Skies of Fury DX
飞行器战斗,Drone Fight
八爪鱼,OCTOCOPTER: Double Or Squids
吊索冒险,Sling Ming
早餐大作战,Breakforcist Battle
星之卡比：新星同盟,Kirby: Star Alliance
塞尔达无双,Hyrule Warriors
名侦探皮卡丘Switch,Detective Pikachu Switch
太阳表决：黑暗神剑,SOL DIVIDE -SWORD OF DARKNESS-
宝石击破者,Gem Smashers
涂鸦冒险家：摊牌,Scribblenauts Showdown
心之城堡,Castle of Heart
战国传承3,Sengoku 3
四公主的骑士指南,The Princess Guide：Your Four Knight Princesses Training Story
公主是守财奴,Penny-Punching Princess
R.B.I.棒球18,R.B.I.Baseball 18
纸片战争：摧毁炮灰,Paper Wars: Cannon Fodder Devastated
跳跃山羊,Totes the Goat
暴食节奏：死亡黑兽先生,Eat Beat Dead Spike-san
泡泡乌龟：自由之旅,TurtlePop: Journey to Freedom
月球巡逻车,Moon Patrol
勇者斗恶龙：建造者,Dragon Quest Builders
猎天使魔女2,Bayonetta 2
空洞,Hollow
赤红之街：恶魔的挑战,Streets of Red：Devil’s Dare
流浪猫门,Stray Cat Doors
重金属少女,Gal Metal
女子重金属,Garu Metal
协击：四重战机,Kyogeki Quartet Fighters
战房,Gunhouse
地球战争,Earth Wars
超级再跳一次,Super One More Jump
彩绘拼图：豪华版,Pic-a-Pix Deluxe
戴夫太空大战,Space Dave!
打猎世家：骑士和城堡,Moorhuhn Knights & Castles
10秒暴走：归来,10 Second Run RETURNS
异度之刃2,Xenoblade Chronicles 2
桑塔和海盗的诅咒,Shantae and the Pirate's Curse
不可思议的幻想乡：TOD重载,Touhou Genso Wanderer Reloaded
角落生物：欢迎来到角落公园,Sumikko Gurashi: Sumikko Park he Youkoso
失落的未来：欧米伽,L.F.O. Lost Future Omega
派对行星,Party Planet
橡子战术,ACORN Tactics
水果落粉碎,Fruit Fall Crush
触摸对战坦克SP,Touch Battle Tank SP
RXN：雷神,RXN -Raijin-
奥斯温,Ostwind - Das Spiel
无双大蛇2,Warriors Orochi 3
合战忍者村物语,Ninja Village
公理边缘：多重世界,Axiom Verge: Multiverse Edition
你裁我剪！斯尼帕 Plus,"Snipperclips Plus - Cut it out, together!"
极速俱乐部：无限,Gear Club Unlimited
RIVE：无限,RIVE: Ultimate Edition
穿越美国,Arcade Archives Traverse USA
摇滚越野竞速DX,Rock 'N Racing Off Road DX
超级节拍运动,Super Beat Sports
星鬼,Star Ghost
超级马里奥：奥德赛,Super Mario Odyssey
舞力全开2018,Just Dance 2018
残杀夏令营：屠夫剪辑版,Slayaway Camp: Butcher's Cut
东方假面5：爆裂战斗,Touhou Kobuto V: Burst Battle
东方计划：幻想圆舞曲,Touhou Genso Rondo: Bullet Ballet
僵尸黄金冲击,ZOMBIE GOLD RUSH
冰杖秘闻,The Tale of the Ice Staff
东方红舞斗V,Touhou Kobuto V: Burst Battle
迷宫穿越,Warp Shift
变异之城,Mutation Nation
88 Heroes：98英雄版,88 Heroes - 98 Heroes Edition
海贼王：无尽世界R,One Piece: Unlimited World Red
火焰纹章无双,Fire Emblem Warriors
口袋铁拳锦标赛DX,Pokken Tournament DX
深海探险,Deep Ones
燃烧的战斗,ACA NEOGEO BURNING FIGHT
企鹅大战,Penguin Wars
热血快打,Burning Fight
R.B.I.棒球17,R.B.I.Baseball 17
冠军骑师：特别版,Champion Jockey: Special
怪物猎人XX,Monster Hunter XX
断绝,Severed
马里奥疯狂兔子：王国之战,Mario+Rabbids:Kingdom Battle
拳皇2000,The King of Fighters 2000
天空骑乘,Sky Ride
冒险方块回转,Puzzle Adventure Blockle
喷射战士2,Splatoon 2
哥斯拉,Godzilla
聚爆,Implosion
薄樱鬼：真改风华传,Hakuoki Shinkai: Fuukaden
超级毽子球,Ultra Hyperball
中毒 LEVELS+,Levels+: Addictive Puzzle Game
赛车总动员3：驶向胜利,Cars 3: Driven to Win
圣剑传说：收藏版,Seiken Densetsu Collection
魔神少女音乐外传,Dark Witch Music Episode: Rudymical
闪亮之星,Blazing Star
翻地板大战,Flip Wars
银河快打: 宇宙战士,Galaxy Fight: Universal Warriors
马里奥赛车8豪华版,Mario Kart 8 Deluxe
马里奥赛车8,MarioKart 8
神巫女,KAMIKO
侍魂4：天草降临,Samurai Shodown IV: Amakusa's Revenge
阿尔法任务2,Alpha Mission II
飞天摩女,Vroom in the night sky
塞尔达传说：荒野之息,The Legend of Zelda: Breath of the wild
超级炸弹人R,Super Bomberman R
剪剪世界,Snipperclips
兰空,VOEZ
极速赛车 RMX,Fast RMX
火热火热7,Waku Waku 7
苏登益智方块：开花宣言,Soldam Blooming Declaration
奥赛罗棋,Othello
光辉同盟,Gloria Union: Twin Fates in Blue Ocean
穿越火线X,Cross Fire X
北美职业冰球22,NHL 22
UFC终极格斗冠军3,EA SPORTS UFC 3
拳击之夜5：冠军,FIGHT NIGHT CHAMPION
完美女煞星,Perfect Dark Zero
心之所向,Where the Heart Leads
VR战士5：终极对决重制版,Virtua Fighter 5: Ultimate Showdown
古墓丽影：生存者三部曲决定版,Tomb Raider: Definitive Survivor Trilogy
北美职业冰球21,NHL 21
机动战士高达：极限爆发,Mobile Suit GUNDAM：EXTREME VS. MAXI BOOST ON
漫威钢铁侠VR,Marvel Ironman VR
模拟建筑3 主机板,Construction Simulator 3 Console Edition
美国职业棒球大联盟20,MLB THE SHOW 20
双子破坏者：神圣符号冒险,Twin Breaker: A Sacred Symbols Adventure
啪嗒砰2,Patapon 2
新樱花大战,Shin Sakura Taisen
航天飞机指挥官：哈勃太空望远镜,Shuttle Commander
斗神传,Battle Arena Toshinden
魔炮少女梅加斯菲亚,Magusphere of the Magical Girl
壁中精灵,Concrete Genie
骷髅骑士,MediEvil
北美职业冰球20,NHL 20
职业棒球魂2019,Professional Baseball Spirits 2019
如龙5：梦想的实现者,Yakuza 5: Yume Kanaeshi Mono
乐克乐克 重制版,LocoRoco
空中缠斗：第二次世界大战,Dogfighter: World War 2
为美好的世界献上祝福！,KonoSuba: God’s Blessing on this Wonderful World!
你好夫人！Superior Dynamis,Hello Lady! Superior Dynamis
伊苏：塞尔塞塔的树海 改,Ys: Memories of Celceta Kai
血与真相,Blood and Truth
木星与火星,Jupiter & Mars
夜行侦探：Rebirth Terror,EVE Rebirth Terror
美国职业棒球大联盟19,MLB THE SHOW 19
阿利亚的狂欢节！Sacrament Plus,Alia's Carnival! Sacrament Plus
儿子,S.O.N
符文乒乓,Skorecery
群星：主机版,Stellaris:Console Edition
LoveR：捕捉心动,LoveR
恋花绽放樱飞时,Koi ga Saku Koro Sakura Doki
如龙4：传说的继承者,Yakuza 4：Densetsu wo Tsugu Mono
罗洛娜的工作室：亚兰德的炼金术士,Atelier Rorona：Alchemist of Arland
俄罗斯方块：效应,Tetris Effect
炼金术师之弧,Arc of Alchemist
舞力全开2019,Just Dance 2019
宇宙机器人：搜救行动,Astro Bot: Rescue Mission
黑暗之魂三部曲合集,Dark Souls Trilogy
重火力：红影,Heavy Fire: Red Shadow
漫威蜘蛛侠,Marvel Spiderman
传颂之物：斩,Utawarerumono: zan
游乐场之岛：第一章,Arcade Islands: Volume One
揭秘计划2,Unearthing Mars 2
子弹少女：幻想,Bullet Girls Phantasia
边境保卫战,Border Break
迪斯科躲避球REMIX,Disco Dodgeball Remix
行者,The Walker
皇帝圣印战记,Record of Grancrest War
女神异闻录5：星夜热舞,Persona 5: Dancing Star Night
女神异闻录3：月夜热舞,Persona 3: Dancing Moon Night
全金属狂潮：谁与争锋,Full Metal Panic! Fighting Who dares Wins
海贼王：Grand Cruise,One Piece: Grand Cruise
和蕾姆一起的VR异世界生活,Re:Zero − Starting Life in Another World With Remu By VR
猫咪后院VR,Neko Atsume VR
和艾米莉亚一起的VR异世界生活,Re:Zero − Starting Life in Another World With Emilia By VR
死亡终局：轮回试炼,Death End re;Quest
重装机兵XENO,Metal Max XENO
疯狂世界：菱形废墟中,Psychonauts in the Rhombus of Ruin
知识就是力量,Knowledge is Power
超级机器人大战X,Super Robot Wars X
人中北斗,Hakuto Ga Gotoku
发狂派对,Frantics
光明之响,Shining Resonance
银色2425,The Silver 2425
旺达与巨像,Shadow of the Colossus
少女与战车：战车梦幻大会战,Girls und Panzer: Dream Tank Match
电脑战机Virtual-On×魔法禁书目录魔法电脑战机,Toaru Majutsu no Virtual-On
向上吧朝圣者,Pop-Up Pilgrims
龙之皇冠Pro,Dragon's Crown Pro
幸福管家,Happy Manager
银魂乱舞,Gintama Rumble
澳洲国际网球赛,AO Tennis
病号,The Inpatient
枪械师,Loadout
利刃先锋,Strikers Edge
快杰洋枪,Kid Niki: Radical Ninja
乐克乐克2,LocoRoco 2
防火墙：绝命时刻,Firewall: Zero Hour
偶像大师：星光舞台,The Idolmaster:Stella Stage
勇者斗恶龙2：恶灵之神,Dragon Quest II: Akuryo No Kamigami
亡命小队,Bravo Team
铳墓VR,GUNGRAVE VR
王朝宿怨,Dynasty Feud
女子高生僵尸猎人,SG/ZH School Girl/Zombie Hunter
杰克3,Jak 3
杰克X：战斗赛车,Jak X: Combat Racing
超自然9人组,Occultic;Nine
A列车Exp.+,A-Train Express
太鼓达人：合奏咚咚咚,Taiko no Tatsujin: Drum Session
巨影都市,City Shrouded in Shadow
隐藏日程,Hidden Agenda
富豪街：DQ&FF 30周年,Itadaki Street: Dragon Quest & Final Fantasy 30th Anniversary
恶魔凝视2,Demon Gaze 2
橄榄球18,Rugby 18
纳克2,Knack 2
探险家斯皮兰卡Z,Spelunker Z
啪嗒砰,Patapon
新全民高尔夫,Everybody's Golf
节拍战记,The Metronomicon: Slay The Dance Floor
麦登橄榄球18,Madden NFL 18
血精石陨落,MatterFall
大众高尔夫,New Everybody's Golf
灵界点,Soul Dimension
高达Versus,Gundam Versus
欧米茄迷宫Z,Omega Labyrinth Z
祝姬-祀-,Iwaihime Matsuri
箱庭公司作业,Hakoniwa Company Works
伤物语VR,kizumonogatari vr
梦幻垂钓,Dream Angling
漫威英雄：欧米茄,Marvel Heroes Omega
失败比赛,Wipeout
星际远征,Farpoint
弹丸论破1+2：填装,DanganRonpa 1-2: Reload
牧场物语：哦！美妙人生,Harvest Moon: A Wonderful Life
牧场物语：拯救家园,Harvest Moon: Save the Homeland
魔女与百骑兵2,The Witch and the Hundred Knight 2
独立游戏收藏集: Vol.5,Instant Indie Collection: Vol.5
笔下之死,Drawn To Death
血星竞技场,Starblood Arena
动感小子,PaRappa the Rapper
静力,Statik
Re：从零开始的异世界生活-死亡或亲吻,Re: Zero Starting Life in Another World-Death or Kiss
现代大战略2017,Advanced Daisenryaku 2017
美国职业棒球大联盟18,MLB The Show 18
古惑狼,Crash Bandicoot
数码宝贝：新秩序,Digimon World: Next Order
恶意堕落,Malicious Fallen
重力眩晕2,Gravity Rush 2
火箭鸟2：进化,Rocketbirds 2: Evolution
战场女武神：苍蓝革命,Aoki Kakumei no Valkyria
王国之心2.8：终章高清版,Kingdom Hearts 2.8
新游戏！挑战舞台！,New Game! The Challenge Stage!
揭秘计划,Unearthing Mars
黑老虎的生涯,Life Of Black Tiger
独立游戏收藏集: Vol.4,Instant Indie Collection: Vol.4
最后的守护者,The Last Guardian
3对3街头篮球,3on3 Freestyle
Nitro+女主角梦幻格斗,Nitroplus Blasterz HEROINES INFINITE DUEL
秋叶原之击,Akiba's Beat
沙加：绯色恩宠,Saga Scarlet Grace
风云拳,Fu'un Super Combo
SD高达G世纪：起源,SD Gundam G Generation: Genesis
